Text,Score
فالسرعات العالية في ظل منع استخدام البرامج المساعدة في الاتصال أو تقفيل بورتات برامج الاتصالات من خلال الانترنت لن يكون لها جدوى للمستخدم العادي اللهم أؤلئك الذين يشاهدون أفلام الفيديو من خلال جوالاتهم.,0
رغم ما يلحقهم من أذى.,0
ماذا تنتظر هيئة الإتصلات لمنح موبايلي تصريح البدء,0
"*يبدو أنها تنتظر الإبنة المدللة ""الإتصالات السعودية"" ؟؟؟",0
سنة كاملة ولم يتم منح التصريح !,0
هذه الهيئة تعتبر حجر عثره في طريق تطور التقنية...؟!,0
هل هي انترنت أم جوال؟؟؟أم كلاهما معا؟؟,0
موبايلي شركة رائدة ومتميزة ولكن الكثير من المدن الرئيسية لم تتم تغطيتها بتقنية برود باند وتحتاج الى خمس سنوات على الاقل فكيف ستكون سرعة التغطية مع LTE,0
بالتو فيق للجميع,0
شركة منافسة وقوية و محترمة لقوانين التنافس.. يعني ذلك ان الكرة الآن في مرمى هيئة الاتصالات,0
كفوا عنا الإغراءت,0
ويسلب مامعه بعنف كأنه المنون...!!!,0
متألقة يا موبايلي، و دائمًا متميزة..,0
خدمات متنوعة وبأسعار معقولة..,0
حتى بالنسبة لفواتير المكالمات معقولة جدا..,0
لاشك أن هذه الطريقة كفيله بحماية الحقوق الأدبية لكل مؤلف وكاتب ومخترعر..إلخ,0
لذا كان لزاماً قيام ذلك المؤتمر للحماية ولتشغيل العقل بدلاً من تعطيلة بإستخدام خاصية النقل والنسخ...التي وصلت إلى حد العلني وبسفور دون حياء...,0
أشكرك د. سالم على هذا المقال والتبيان الرائع..وفقك الله,0
فكرة جيدة لحفظ حقوق المبتكرين والمبدعين وأتمنى تفعيلها بأسرع وقت لأن مجتمعنا بحاجة لمحاربة القرصنة الإلكترونية وبيع البرامج المسروقة والمنسوخة ويجب التضيق علي البائعين لها لكنها تتطلب جهد كبير ووقت سريع جداً ونفس طويل في ملاحقة مصدريها...وكذلك تفعيل المحكمة الفكرية لحفظ الحقوق الفكرية للأشخاص وعدم سرقة أفكار المبدعين بدون وجه حق أو أخذ الإذن من الناشر نفسه.,0
اكثر شي اشتهرت فيه شركة بالم هو الكمبيوتر الكفي,0
الأخ : منصور الحسين... ممثل القسم الإعلامي في إدارة التربية والتعليم بالرياض,0
الدورة لم تعقد بعد وتم تأجليلها إلى وقت غير معلوم,0
وإدارة التربية والتعليم بالرياض تغط في سبات عميق,0
ولكن مانقول (حسبنا الله ونعم الوكيل ),0
التربية والتعليم من جنب القائم ( زحلطن ),0
مع حبي وتقديري للدكتور :محمد السديري,0
لكن ماذا يعمل بمفرده ( الشق أكبر من الرقعة ),0
شكرا لك على هذه المعلومات المفيدة و الغائبة عن أغلب المتابعين و المستثمرين في السوق,0
اذا كانت شركة سابك مثلا مكرر ربحيتها 20 فهذا يعني انه لا يوجد اي شركة بالوقت الراهن مجدية استثماريا.. سوقنا مع احترامي للجميع مضاربة صرفه,0
والحمدلله على كل حال,0
التقيد بوقف الخساره هي الاجدى فى نظري وهي صمام,0
واتمنى لكم التوفيق في حياتكم,0
"شكرا خالد, عينك دائما تلتقط صور رائعة للرياض... مبدع !",0
ياوزارة الصحة ياهيئة الدواء ياوزارة البلديات. يجب الضرب بيد من حديد لك عطار مخالف ومستهتر.,0
اتقوو الله في الشعب,0
من اجل فرض النظام وعدم قطع الاشارة يلزم وضع مطبات قبل الاشارة هذا اذا ارادوا ان يحدوا من قطع الاشارة,0
الف مبروك لاندية سدير,0
البقاء ضمن دوري الدرجه الثانيه,0
الف الف مبروك الصعود,0
منصور يالتعاون,0
عجيب امرنا نخاف من تفشي الامراض,0
ورعب من حمى او انفلونزا,0
والحوادث تحصد في شهر مالم تقتله تلك الامراض في سنوات,0
لانزال نتفرج على اراقة الدماء في الشوارع دون اي تخطيط لعلاج او توعيه,0
الحوادث اكلت العالم والوفيات بالجمله واسر كامله تذهب,0
نسئل الله له الشفاء العاجل,0
بداء الجزء الثاني من مسلسل حمى الوادي المتصدع,0
من رضى بما قسم له استراح قلبه وعقله,0
ان عظم الجزاء مع عظم البلاء فلتصبر و لتحتسب,0
ايضاً تثقيف المواطنين عن طريق الإعلام المرئي والمقروء والمسموع والجوالات..,0
نحن والقدر كل فترة والفتن تتوالا والمؤمن من يتعض,0
نسئل الله له الشفاء العاجل,0
دائماً أقول أننا بحاجه ماسه لدراسات المناخيه...,0
بما يوحي بأن هناك تغير بالمناخ للمملكة..,0
ومع بداية الصيف..توقعت مصلحة الأرصاد وحماية..,0
ويطرأ انخفاض في درجات الحرارة على الأجزاء الشمالية من شرق ووسط المملكة في حين يطرأ ارتفاع طفيف في,0
اللهم أجعلها أمطار خير وبركة,0
السلام عليكم جعلها الله امطار خير وبركة وعم بنفعها ارجاء البلاد,0
ماهو دور الهيئه بما يخص حماية البيئه؟؟؟ التلوث على كافة الاصعده ؟ التبؤات الجويه امرها سهل ويمكن الحصول عليها عن طريق الانترنت لكن المصيبه في التلوث وهلاك البيئه ؟؟ نأمل من الهيئه اظهار مجهوداتهم ودورهم في هذا الجانب المهم.. والله المستعان,0
الملاحظ انه لا يوجد اي تحذير لا من الارصاد الجوية في مثلا قناة الاخبارية ولا من امن الطرق,0
اللهم صيبا نافعا..سقيا خير ورحمة لا سقيا عذاب,0
اللهم بارك لنا وزد وبارك في الامطار واجعلها امطار خير وبركه تعم ارجاء البلاد,0
خاصه أننا شهدنا أمطار الصيف.. بشتاء هذه السنه...,0
بما يوحي بأن هناك تغير بالمناخ للمملكة..,0
ومع بداية الصيف..توقعت مصلحة الأرصاد وحماية..,0
ويطرأ انخفاض في درجات الحرارة على الأجزاء الشمالية من شرق ووسط المملكة في حين يطرأ ارتفاع طفيف في درجات الحراره,0
يالله بالمطر يارب على كافة مناطق بلدنا الغاليه ياكريم اللهم اغثنا غيثا مغيثا نافعا غير ضار واسق المسلمين برحمتك ياارحم الراحمين واخر دعوانا ان الحمد لله رب العالمين... استغفرو ربكم يرسل السماء عليكم مدرار,0
أفضل لاعب أنجبته الملاعب الآسيوية بلا منازع,0
ولا بد من أن يكون في مقدمة الحظور,0
فهو اللاعب الأكثر تأثيراً في مسيرة الزعيم الآسيوية,0
لا المنتخب حقق بطولة آسيوية,0
فعلاً أنت الأسطورة بلا منازع,0
على اللقاء الهام أمام بونيودكور,0
من الناحية الإعدادية والنفسية,0
فريق يكرم ويُدعى لحضور حفل أندية القرن,0
على مستوى قارات العالم,0
وفريق يكرم بالطريقة الجميلة على ملاعب زعبيل,0
الذي طالما تمنيت حدوثه,0
فيخرج من البطولة مهزوماً ومضروباً,0
اتمنى النشر صحيفتي الموقرة,0
بطولات خارجيه لم تتحقق منذ ما يقارب العقد,0
ميول الحكام في الداخل سمحت للهلال ان يكون زعيما للبطولات المحلية وباغاني من تاليف وتلحين واداء الحكام,0
اولاً ابارك للهلال تأهله لدور 16 بدوري ابطال اسيا 2010 اعتقد ان ترشيح صالح النعيمه ويوسف الثنيان ومنصور الأحمد لهو دليل على أن نادي الهلال لا ينسى اي لاعب عاش وترعرع فيه وهو رد جزء من الدين لهم على ماقدموه لنادي القرن وشكراً,0
امجاد سطرت بماء الذهب وسجلت في اسطر من حرير ووثقه في خزائن زعيم نصف الارض -- مبروووك --,0
أنا هلالي ولو لم أكن لتمنيت أن أكون هلااالي.,0
الهلال يثبت مجدداً وفائه لأبناءه ممن خدموا هذا الكيان العظيم,0
اللهم وفق الهلال فوق كل أرض وتحت كل سماء,0
الثنيان والأحمد.. هم الأحق بتمثيل الهلال,0
بالاضافة لأميري الهلال خالد بن محمد وبندر بن محمد,0
وبإذن الله نحتفل بكأس أسيا مع نادي القرن,0
اللهم وفق الهلال فوق كل ارض وتحت كل سماء ومقابل اي فريق,0
كم أنت كبير يازعيم,0
بالتوفيق لنجوم الهلال في القارة الاسيوية,0
شوف الفرق بين الزعيم والفقر الحمدلله اني هلالي,0
اول كاس اسيويا كان الكابتن الاساسي للفريق حسين البيشي وليس منصور الاحمد,0
هذا هو الهلال الزعيم الاسيوي,0
وهؤلاء هم رجاله الاوفياء,0
هنيئا للهلاليين بهلالهم,0
وهنيئا لاسيا بزعيمها وملكها المتوج,0
ولكن لان الهلال هو من وصل هذا المجد,0
الحمد لله انها غير معترفة بها رسميا,0
نتمني التوفيق الهلال في مهمته الاسيوية,0
الزعيم زعيم طال الزمن او قصر,0
وهذا انجاز يرفع اسم الوطن فبل الهلال,0
سواءاً في المنتخب أو في الهلال...,0
"مع تمنياتي بالتوفيق للزعيم , والزعماء !",0
للاحتفال مع شقيقهم الهلال,0
هنالك فرق شاااسع وواضح,0
اعتقد بأن فيصل ابوثنين هو الاحق وليس منصور الاحمد ففيصل ابوثنين هو حامل الكاس الاسيويه التي اهلتنا للعالميه وهو مازال يخدم الهلال كمحلل وتلقى بسبب ذالك الضرر من الاصفرين بينما الاعبين البقيه بعد اعتزالهم ابتعدو عن الهلال ونامو بالعسل,0
ولكن يجب على ابوثنين بعد هالجفاء ان يريح نفسه من الدفاع عن الهلا,0
زعيم زعيم ولا عزاء للحاقدين,0
"تحيه احترام لرجل الفذ"" النسر "".",0
من سيحضر من الشخصيات العالمية لها الحفل اما ستقصر على شخصيات رياضية عادية ؟,0
حسن تصرف من قبل الادارة...,0
وماشاء الله الهلال كله نجوم والكثير منهم يستحق التكريم في هذا الاحتفال القاري الكبير.,0
هم أهلاً لذلك التكريم والإحتفاليه,0
من زمن ماضي إلى هذا الزمان الجميل,0
في البطولات المحليه والخارجيه,0
تذكرت أيام الفيلسوف يوسف الثنيان...,0
إشتقنا لك يا أبا يعقوب...,0
يستحقون التكريم كمال الاستحقاق واتمنى من كل قلبي,0
للحفل الذي سيقيمه الاتحاد الدولي للتاريخ والإحصاء,0
هل هكذا الوفاء يا اتحادنا الموقر,0
يجب تكريم النعيمة وماجد والثنيان وسامي لانهم افضل من لعب للمنتخب ولانديتهم وان لا يتوقف الامر عند حفل الاعتزال,0
لان تاريخهم يستحق ذلك,0
"هناك ميزه في نجوم الزعيم وهي إنهم يحبون الخير للجميع,",0
مثال: سامي الجابر دائما يشجع اللاعبين الكبار والصغار في غير الهلال ولا يقف ضدهم..,0
صالح النعيمه أفضل قائد شجاع ومهاري رغم وجوده في الدفاع.,0
اتمنى ان يكون المردود جميل على البقية من اللاعبين,0
بالتوفيق للزعيم,0
ولا عزاء للحاسدين,0
النصر للتصر. هلال القرن الافريقي,0
والله توقيت غير جيد بالمرررة..,0
ولكن ماقام به النادي من ترشيح لأسماء العمالقة القدامى شي طيب.. على أمل أن تتم الموافقه من قبل هؤلاء النجوم..,0
صراحة افضل اختيار النعيمة و الثنيان و الاحمد.,0
والله اخبار كاذبة ملفقة,0
تعتمد في اسلوبها على اسلوب الموساد...,0
عرف المصري حسام غالي متى يطالب بحقوقه.,0
بالتوفيق للعالمي يوم الاحد وبأذن الله يتأهل من بوابة الهلال للنهائي ثم البطوووله,0
وبالنسبه لغالي المفروض والاقع يقووول أن من أضر اللاعب هو لجان الفشل لجنة المنشطات,0
فيفترض على لجنة المنشطات هي من تتكفل بمرتبات اللاعب,0
بالنسبة لغالي لاتعليق..,0
ديسلفا للاسف.. تفكيرة بطىء جدااا,0
اتمنى بعد المباراة الاستغناء عن خدماته,0
أخلاق اللاعب ومستواه سيئة جداً,0
أتمنى تتعلمون من الهلال والشباب كيف التعامل مع المحترفين.. دفع الرواتب بوقتها.. اعطاءهم مستحقاتهم.. تكريمهم.. عدم اتهامهم بتعاطي منشطات للتهرب من دفع حقوقهم,0
مدرب فاشل لن يقدم شيئ مفروض يلعب بمهاجمين ويضغط على الهلال من أول المباراة وغالي ليس ضروري وجوده يرتاح أحسن لاعبي النصر المحليين افضل منه,0
التورط مع لاعب بهذه الطريقه يجب ان لا يمر مرور الكرام,0
النادي كيان وليس حكرا لشخص,0
هناك لاعبون تورط فيهم النادي بسبب مستشارين لا يفقهون شيئا,0
هل يستحق مثل هذا اللاعب كل هذا الاهتمام ؟!؟!؟!؟,0
النصر خسر اشقاءه بسبب وقوفه مع المخطىء !,0
لانه وبكل بساطه لم يجد نجم واحد يطلق عليه نجم,0
ولا تدفع تعويض للنادي عن الاضرار الي سببتها,0
النصر قادر - بقدرة الله - على فعل المستحيل,0
سيسلم كافة الأجهزة الفنية والإدارية واللاعبين راتب شهرين المتبقية على النادي قبل لقاء الهلال علاوة على تسليم حسام غالي كافة مستحقاته المالية,0
اجزم يقيناً ان لعيبة النصر يتمنون مقابلة الهلال نهاية كل شهر وذلك لكي تصرف ادارة النادي رواتبهم بانتظام...!!!,0
الله وكبر مازالوا نجوم النصر يرعبون الهلال حتى بعد اعتزالهم بسنين,0
عند ياسر له هديه بثلاثيه ترحيبه من ابو عزوز ونفز وهوساوي الرابع والخامس ويكفي النصر عفوا قصدي الحالمي الحالميه,0
كنت وستظل كبيراً وشامخاً ياصالح، ونحن كجمهور هلالي لايمكن أن ننساك وننسى إبداعاتك مع الهلال والمنتخب.,0
ليس غريب الوفاء من نادي الهلال للاعبيه,0
لكن لعل الامور تحسنت..,0
نيابة عن جماهير الهلال الوفية..,0
نتمنى تشريفك للحفل ياقائد الهلال المخلص مع اخوانك,0
وبالتأكيد باقي النجوم,0
هكذا هم رجال الزعيم,0
ولا عزاء للحاقدين...,0
ألكبير كبير ياصالح وكونك ذكرت أن هناك من هم أحق منك هاذا دليل على معدنك ألاصيل ولاشك أنك علاامه مضيئه فى تاريخ ألهلال وألمنتخب وليس بغريبه على شرب من كأس ألوفاء وألايثار وهاذا سر من أسرار ألزعامه نية صافيه وأخلاق وافيه لاحقد ولا تغابن ولا أشغال ألنفس بالغير بل ألنظرا ألى ألامام سر يازعيم وهنيئا لك,0
وترك لم تمد له يد العون,0
كبير يا ابو اشواق ولكن اختلف معك لانه لم يمر على الهلال مثلك في قيادته للفريق واعادة شخصية الهلال لما كانت عليه واتفق معك بضرورة حظور سامي الجابر,0
هذه شهادة متابع من 40 سنه,0
انت وابو يعقوب وسامي اسماء لا يمكن ان ننساها,0
وانت احد رمزو الهلال التي صنعت مسيرته بشكل عام,0
لم يعطوك ولو عضو شرف في النادي لأسباب غير واضحة ومبررة. صالح النعيمة انا احترمك كثيرا,0
اكثر انسان ينتقد بدون فائدة,0
اتمنى من إدارة نادي القرن دعوة النجوم الذين شاركوا في هذا الانجاز امثال :,0
فمثل هؤلاء الاعبين هم من حرث الملعب لينال الهلال هذه الالقاب.,0
تستحق الوفاء لانك وفي,0
من منا ينسى اخلاص هذا الاعب,0
كل التوفيق لهذا النجم العملاق,0
وباقي العملاقه مثل يوسف الثنيان ومنصور الاحمد وباقي النجوم,0
اتمنى من الادارة الهلاليه ان تستفيد من خبرة النعيمة العريضة,0
ان اسمك ما كان مع المرشحين في المرة الأولى ؛ لذلك أقدر لك هذا التحفظ !!!,0
عندما يتحدث الكبار...الله عليك يا بو فهد,0
دائما كبير في اقوالك وافعالك,0
من أروع صور الانتصار.. الانتصار على النفس,0
فهذا صالح النعيمة... رمز من رموز القادة في الرياضة,0
كنت وستظل كبيراً وشامخاً يامبراطور، ونحن كجمهور هلالي لايمكن أن ننساك وننسى إبداعاتك مع الهلال والمنتخب.,0
علامات القيادة وقوة الشخصية تنضح من قسمات وجهك,0
الله على ذكريات الزمن الجميل يابو فهد / ابويعقوب/ زمان يافن زمان...,0
لا تتعب قلوبنا يا ابو فهد ارجوك الحضور من اجلنا نحن الجماهير الهلالية,0
من غيرك يستحق ان يتقدم نجوم الهلال لهذا الحفل,0
كبييير وكلام كبيير لأنك كبيير والكبير الله وستظل في قلوبنا ماحييت لم ولن تنجب السعودية قائد للمنتخب بمثل مواصفاتك ولايهونون البقية,0
وفي النهاية نقول حسبنا الله ونعم الوكيل على من كان سبب في ايقافك وشطبك,0
لم ولن تنجب السعودية قائد للمنتخب بمثل مواصفاتك,0
النعيمة لمعلوماتك حضر لتكريمه منتخب نجوم العالم عام 1411 ومثل الهلال نجوم السعودية وقد انتهت المباراة بالتعادل 1-1 وقد سجل هدف منتخب الهلال الأسطورة سامي الجابر بعد أن تلاعب بالدفاع ورقص الحارس يمنة ويسره في هدف لا ينسى.. وأعذرك لعدم معرفتك لأنك ربما لم تولد بعد حينها. :),0
وتظل دئما وابدا نجمنا المفضل والمحبوب من جميع عشاق الزعيم,0
كنت وستظل كبيراً وشامخاً يامبراطور، ونحن كجمهور هلالي لايمكن أن ننساك وننسى إبداعاتك مع الهلال والمنتخب.,0
والهلال هو اعضم الانديه تاريخ والارقام تشهد...,0
اسم ساتغنى به الى الممات اسطوره قائد محنك قائدصلب,0
لأن ذلك يبرز ترابط الهلال من أقدم لاعبيه إلا آخرهم وأحدثهم سنا,0
يلومون لجنه المنشطات او هلال او وكيل الاعب او الاعب نفسه,0
الاعب حتى الان لم يصدر له قرار نهائى وقد يوقف سنتين,0
تم حل مشكلة الرواتب المتاخرة وتسليم الاعب راتبين عن طريق عضوالشرف والمشجع النصراوي الاميرن...رمزالنصروسيشارك ضدالهلال وسيحتفل بالتاهل للنهائي حسام غالي كاقل هدية يقدمهالنادي النصربعدرفع الايقاف عنه لانه يلعب بالعالمي فقط حفظ الله لناالاميرالشاب,0
لكن من ينصف محليين النصر,0
وقائمتهم طويله,0
بالتوفيق لحسام البطل,0
من حق اللاعب أن يشترط ويطلب مستحقاته ولكن مستوى اللاعب سيئ وأقل من مستوى الدوري السعودي,0
تعليق من غيرها وخاصة الاخبار السيئة,0
وبامكان القراء الكرام الواعين الرجوع,0
"وقال شوقي: ""حسام بحاجة ماسة لهذا المبلغ بعد صرفه مبالغ طائلة اثناء تجواله بين عواصم عربية واجنبية بحثا عن برأته"".",0
ولماذ يانادر شوقي فتحت الموضوع قبل مباراة مهمة,0
أجل 500 الف دولار عن 4 شهور,0
شي طبيعي يطالب بأموره الماليه,0
اتوقع فوز الهلال 3-1 ان شاء الله,0
موقف غير اخلاقي اطلاقا,0
هل نعيش في عالم مجنون؟,0
صفعه على خد النصر الذي ازعج الرعايه برفع الايقاف عن غالي,0
امر معقد محاسبيا وقانونيا كهذا يقع على عاتق لجان واعضاء الشرف.,0
لا انصح بأشراكه سوف يجن جنون الجمهور اذا رأوه في الملعب تماما كما حصل معه في بريطانيا.,0
والحمد لله عندنا ادارة واعيه مثل ابو الوليد,0
من ابسط حقوقه يطالب بحقه,0
حسبنا الله عليكم ونعم الوكيل,0
والحمد لله عندنا ادارة واعيه مثل ابو الوليد,0
و الرسول صلى الله عليه و سلم قال.. اعطوا الاجير اجره قبل ان يجف عرقه,0
يجب ان يعاقب وليد الجيزاني علي ماصرح في الاعلام,0
لن يتحقق التأهل للمباراة النهائية والحصول على البطولة بعد توفيق الله الا باحترام المنافس الانضباط التكتيكي الجدية الحماس الروح استغلال الفرص التمريرات الصحيحة التغطية الدفاعية,0
عدم احترام المنافس واضاعة الفرص والتمريرات المقطوعة والاستهتار واللامبالاة سوف تخرج الهلال مبكراً,0
تاريخك الجميل يشفع لك يامحمد.. بس خذها من اخوك.. الوصول للقمه صعب و البقاء فيها اصعب..,0
ليس انت الدعيع الذي نعرفه وانه لمن الشرف لك الاعتزال وانت محبوب لان الجماهير لاترحم وانت تعلم الباقي,0
على مدار تاريخ مواجهات الهلال والنصر محلياً وخارجياً تواجد الحكم الأجنبي في أربعة عشر لقاء,0
ومحلياً تواجها إحدى عشرة مرة,0
فاز الهلال في ست والنصر في اثنتين وتعادلا في ثلاث,0
عموما بالتوفيق للعالمي بالخمسه ان شا الله,0
أين ذهب الطاقم الايطالي,0
الفوز للهلال ان شاء الله تعالئ,0
بحول الله النصر للنصر،، بحضور خمسين ألف نصراوي،،,0
والنصر فريقي الحبيب تعيس,0
بالتوفيق يالعالمي بالتوفيق,0
الخوف من التوصيات قبل لمباراة وبين الشوطين وحى اثنا ء المباراة,0
لايمكن ان يفوز على الهلال حتى لو الحكم من المريخ,0
ويساعدون نادي الدلال على التأهل للنهائي,0
أستمتعو بتشجيع الليووث كم أنت كبير ياشيخ الانديه,0
بالتوفيق لليوووث.. بقيادة خالد البلطان,0
حتى لجنه المنشطات السعوديه قالت لن نعترف بعينه المانيا سواء سلبيه او ايجابيه,0
اذن لم الرفع عنه مؤقت,0
هل هوة نتيجه ارتفاع الصوت المصرى النصراوى او ماذا,0
اذا لا يحق لحسام غالي تجزئة العينة.. وذهابه إلى المعمل الألماني مخالف للأنظمة,0
اتمنا اذا كانت العينه صحيحه اي يوجد بها منشطات ارجو معاقبت اللاعب حسام غالي لتهجمه على لجنة المنشطات السعودية وعلى نادي النصر السعودي وطلب تعويض مادي كبير للجنة المنشطات وجعله قانون لإي نادي يتطاول على لجنة المنشطات السعودية وتوجيه اي اتهام لها وشكرا,0
السؤال الثاني هو: إذا لم يكن هناك خطأ في الايقاف فلماذا رفع مؤقتا؟,0
كالعادة النصروايين كذبوا اعضاء اللجنة واتهموها اتهامات باطلة,0
اتمنى ان يعتذروا على هذه التجاوزات بحق اعضاء اللجنة,0
المنطق والواقع يقول ان ادراه النصر صورت للناس على انها مظلومه وقامت بأنتقاد لجنه المنشطات السعوديه بشكل لاذع مع ان اللجنه قامت بالأجراءات بشكل نظامي اداره النصر تحلل لنفسها ما تحرمه على غيرها من ناحيه الضغط على لجان الاتحاد السعودي حتى وهم على خطاء في الاخير ستتذكرون كلامي اداره النصر فقيره فكريا,0
وتقديم شكوى عليه وعلى من وفر له الحاجات الممنوعة,0
كيف يشارك وهو ثبت تعاطيه للمنشطات..!!,0
انتم متامرون على النصر ووجدتم لكم مخرج بتحميل المسؤلية على الماليزي...لكن لكل ظالم نهاية,0
سبحان الله هجوم على مسلمين و قذفهم بالخيانة والكذب هذا الاسلوب الذي اعتدناه على اللجان السعودية ومن نادي واحد هو الوحيد الذي يملك حصانة ويجوز له ما لا يجوز لغيره وينكرون انهم مدللين ينبغي لرعاية الشباب السعودية إن كانت تريد النجاح ان تقيم العدل وتحمي اعضاء اللجان من السنة اصحاب الحصانة,0
ام ان هذا اللاعب له وضعيه خاصه,0
كيف يكون تصرف المعمل الماليزي خاطئ في الوقت الذي يتم فيه رفع الايقاف عن اللاعب,0
امور متناقضه لا يقبلها منطق,0
هذا النادي قام على باطل وسيستمر على باطل هو ولاعبيه !!,0
المفروض تحل لجنة المنشطات بزعامة الجمباز,0
ولدى سؤال لماذا يعرف اللاعب اين ذهبت العينة التي اخذت منه,0
"التقرير يقول إن النسبه المسموح بها من المادة التي ثارت الضجه فقط 2,5, بينما كانت نسبتها في دم اللاعب حسام غالي 5,8.",0
إذن يجب معرفة أين المشكله بشكل عادل هل في المختبر ام في اللاعب.,0
إدارة النصر يجب أن لا تصرف أي شيء للاعب حتى تتضح الرؤيه.,0
الناس أعداء ما جهلوا، و المجتمع الرياضي المحلي جديد عليه عمل لجنة المنشطات لذا الكثير يشكك بعملها و بمصدقيتها، قبل خمس سنوات تواصلت مع زملاء بالرياض و أدخلت جهاز جديد غير معروف بمكة و نجح في الرياض و عندها تعرض الجهاز و قراري لحملة تشكيك واسعة،اليوم انتشر الجهاز بمكة انتشارًا واسعًا,0
الحمدلله لك يارب,0
المعلومية / شراب القوة والبور هاوس والردبول والبايسن,0
الوادا.. عليهم علامة استفهام ويجب مقاضتها من قبل النصر لانه وببساطه المعمل الالماني اثبت برات غالي بينما معمل ماليزيا العكس وهذا يدل على ضعف امكانيات هذا المعمل ( المعترف به من الوادا ) وبالتالي هم المسئولين عن سوء نتائجة.,0
وهذا ما لم يدركه بعض (الغوغاء) الذين تسابقوا الى منابر الفضائيات، قبل ان ينجح مدير اعمال اللاعب نادر شوقي في الضحك عليهم وتشجيعهم على مهاجمة لجنة وطنهم بكل اسف،والله إنك صادق (نادي تصاريح وبيانات وتضليل),0
الاخ فياض تحية وتقدير اشكر لك مصداقيتك ونزاهتك التى تدل على مهنيتك العالية والمشكلة ان كل من تحدث حول القضية لا يفقهون في المدونة الدولية لمكافحة المنشطات وفعلا رقصهم المصرى نادر شوقي الذي وبدون ادنا شك سوف يطاله كما سوف يطال اللاعب عقوبات والمساكين النصراويين الذين انطلت عليهم اللعبة القذرة وهاهو اللاعب ومدير اعماله الكذابين ظهرت حقيقتهم يدفع النادي والا لن يلعب اللاعب والله المستعان,0
المصريون اتهموا الاخوان السودانيين بالتواطئ رغم إن دولة السودان فتحت بيوتها لهم!,0
هم وصفو نادر شوقي بالعالمي المحترف مثل ماوصفو فريقهم بالعالمي وهويقبع في المراكز المتاخرة من الدوري منذ اطلاق اللقب.سينكشف نادروتلاعبة فب النتيجة ولن يتغيروبل سيقلون الهلالين ورطوة لنة ناجح في عملة وانهامواءمرةهلالية على المسكين..؟,0
مدير الوادا في مقابله مع العربيه برأ اللجنه السعوديه وكل تقاريرها صحيحه واستغرب فتح عينة ماليزيا وقسمها الى نصفين وارسالها الى كولون وسيجري تحقيق مع معمل ماليزيا,0
ارجعو الى اخبار الرياضه والذي قدمه بتال القوس,0
هذا الزعيم في كل الألعاب ينافس ويحصد بطولات..,0
اطالب الادارة بتكريم ابطال الدوري أسوة بالقدم,0
الله يوفق الفريق الطبي لما يحبه ويرضاه ويكون الهدف من العمل طلب الأجر من الله...,0
أهل البلد بحاجة لأكثر من فصل سياميين ولكن خيرنا راح لغيرنا نسمع ونشاهد لأطلفال معاقين وبحاجة لعلاج بسيط لكن مشكلتهم أنهم سعوديين..!,0
فعلا انجاز عظيم وشرف لكل سعودي,0
نأمل من الاعلام تسخير هذا المنجز لعكس الصورة الطيبة عن السعودية في العالم أجمع,0
والحمد لله على أن تم نجاح العملية لهذين الطفلين وأبارك لولديهما بسلامة طفليهما وأسأل الله أن ينفع بهما الإسلام ويجعلهما من عبيده الصالحين ومن حفظة كتاب الله.,0
كما أقول للفريق الطبي جزاكم الله خيرا على هذا الجهد الطيب وكما كنتم وعرفناكم في هذا المجال وفقكم الله ونفع بكم.,0
حبذا لو تم نشر هذه النجاحات بالمدارس السعوديه بعد كل عمليه لعلها تدعم طموح الشباب للتألق العلمي,0
حفظ الله خادم الحرمين الشريفين وسمو ولي عهده وسمو النائب الثاني.,0
وهنيئا لوالدي الطفلين...ألف مبروك,0
اطال الله في عمر ابو منعب الله يحفظه للجميع,0
الحمد لله على نجاح العمليه,0
هذا يدل على حسن تفكير الرجل لانه يريد ابعاد المنافسه واحلال التكامل بين المستشفيات وهذا باعتقادي عين الصواب,0
التكامليه لاجل الوطن,0
وفتح المجال امام طلاب الطب لتستمر المسيره,0
مبروك نجاح العملية بالتوفيق,0
ارجو من الله أن يقوم الدكتور الربيعة في تطوير وزارة الصحة,0
الملك عبدالله بن عبدالعزيز ملك الأنسانية وملك القلوب الرحيمة نعم نعم ربنا يحفظك ياملك الرحمة وملك العطا,0
جزاكم الله خير الجزاء يامملكتنا الغاليه ومليكنت المفدى. واطبائنا الاعزاء.,0
منتديات فرسان الخليج,0
واهني والدي الطفلين على سلامت طفليهم,0
ألف مبروك على هذا النجاح، والله شي يفرح، كم من الناس أنقذت حياتهم، أسأل الله العلي العظيم أن يجعله في ميزان حسنات من سعى لهم بذلك وعمل عليه، بداً من خادم الحرمين حفظه الله الى اصغر ممرض، وأن يديم علينا نعمة الإسلام والأمن،،،آمين,0
الف مبروووك للمملكه الانسسسانيه,0
الحمدالله على سلامتهم وتسلم يمناك يامعالي الوزير,0
وأقول للنابغة السعودي الدكتور / عبدالله الربيعة أدعو من الله أن يمدك بالصحة والعافية وأن يبعد عنك كل مكروه وتكون منبع لجيل قادم من الجراحين الاكفاء بمثل مستواك العالمي هذا هو طموحنا فيك وأفضل لنا جميعاً أن نراك في غرفة العلميات وقاعة المحاضرات من عبئ وزارة متهالكة لا ينفع معها الا التغيير الكامل والجذري بجميع فروعها وأقسامها لتكون بمستواك وقيمتك الحقيقية.,0
